userid,type,powerusage
9399,1,339.3293095
9400,4,508.5170048
9401,1,227.6141708
9402,1,315.9965171
9403,1,384.7672052
9404,4,521.9452913
9405,1,281.8254128
9406,4,549.1750758
9407,4,556.7703437
9408,1,315.6297565
9409,1,275.84298
9410,1,243.4644837
9411,1,288.4464716
9412,1,427.7707656
9413,4,576.8982128
9414,1,244.0249493
9415,4,524.5794811
9416,1,327.5035717
9417,1,311.7765065
9418,1,329.4215674
9419,1,408.6333966
9420,1,422.4157082
9421,1,269.2572502
9422,1,233.6347748
9423,1,200.4119464
9424,1,221.7671727
9425,1,324.12381
9426,1,273.7111391
9427,1,230.2384671
9428,1,280.5951998
9429,1,377.5405641
9430,4,503.5579185
9431,1,265.7353248
9432,4,495.7283102
9433,1,184.3925259
9434,1,230.8147835
9435,1,234.6610089
9436,1,275.5102833
9437,1,312.3156087
9438,1,337.7682944
9439,2,19762.2816
9440,4,424.1503333
9441,1,315.1173636
9442,1,304.7904217
9443,1,327.4096517
9444,4,419.9328265
9445,1,316.1744431
9446,1,252.0258472
9447,1,195.9663036
9448,1,220.1041183
9449,1,200.2731491
9450,1,272.6904688
9451,1,262.5554834
9452,1,251.7883224
9453,1,214.4145736
9454,1,315.2318245
9455,1,291.8632604
9456,1,270.4765074
9457,1,255.0833874
9458,1,318.0860873
9459,1,213.5633909
9460,1,355.6549524
9461,1,354.5182973
9462,1,274.9042213
9463,1,336.2419669
9464,1,462.2580368
9465,3,12657.10136
9466,4,497.4061853
9467,1,350.6595916
9468,1,324.9107813
9469,1,368.8414846
9470,1,244.0979922
9471,1,241.2155679
9472,1,232.6262346
9473,4,442.4728459
9474,3,13041.82076
9475,1,279.6532276
9476,1,291.1603921
9477,1,279.0668237
9478,1,357.0621306
9479,4,533.4359148
9480,1,391.4816069
9481,1,395.9463811
9482,1,428.959547
9483,1,191.8846998
9484,1,365.1200537
9485,1,300.9226036
9486,4,598.9443269
9487,1,382.9407489
9488,1,326.2160049
9489,1,240.0431238
9490,1,337.6736292
9491,1,387.1781202
9492,1,338.643863
9493,1,346.5822234
9494,1,333.539079
9495,1,334.7255441
9496,1,326.3529467
9497,1,405.0382208
9498,1,371.9996505
9499,1,205.237988
9500,1,220.4105023
9501,1,312.4773766
9502,1,253.3100466
9503,1,200.8014588
9504,1,250.0047782
9505,1,429.1553822
9506,3,13557.7127
9507,4,421.5043885
9508,1,189.5376825
9509,1,350.4237727
9510,1,381.6632342
9511,1,275.9571826
9512,1,179.5533657
9513,1,291.7452146
9514,3,10503.48608
9515,1,330.0544579
9516,1,291.8743878
9517,4,480.9358961
9518,1,357.4448361
9519,1,298.2666384
9520,3,9561.663782
9521,4,544.2080161
9522,1,354.3803825
9523,1,413.8156053
9524,1,228.8670105
9525,4,550.0355021
9526,1,298.3113013
9527,3,15032.82043
9528,1,323.6503132
9529,1,357.3429141
9530,4,420.0001968
9531,1,324.4125388
9532,4,547.0599517
9533,4,497.243204
9534,4,532.7469061
9535,1,241.2004756
9536,1,292.0288909
9537,1,317.8372434
9538,4,487.4209423
9539,4,479.2451562
9540,1,413.553706
9541,1,258.2929688
9542,1,297.9592537
9543,1,422.87704
9544,1,374.4691437
9545,1,312.1198786
9546,1,327.0266799
9547,4,520.2929764
9548,1,296.5053682
9549,1,244.4081451
9550,1,402.6290139
9551,1,354.6628285
9552,4,613.2679853
9553,1,197.6389154
9554,1,287.6176413
9555,1,270.802639
9556,4,516.3132581
9557,1,279.254918
9558,1,291.3051846
9559,1,319.0706358
9560,1,417.5279507
9561,1,304.8941192
9562,1,167.4063161
9563,1,452.6493595
9564,1,261.7460468
9565,4,512.0695383
9566,1,203.2891321
9567,1,168.5593743
9568,4,580.7694599
9569,2,16088.94756
9570,1,334.409652
9571,1,297.4027543
9572,1,261.8696837
9573,1,270.3108388
9574,1,330.9329128
9575,1,298.6334267
9576,1,293.2838356
9577,4,507.5703763
9578,1,283.0398177
9579,1,343.0384097
9580,1,319.8801666
9581,1,232.1839729
9582,1,267.8815475
9583,1,175.7494602
9584,1,257.6359061
9585,1,421.4862752
9586,1,370.3699843
9587,1,237.3912245
9588,1,386.0452549
9589,4,522.7627476
9590,1,348.0347672
9591,1,272.6371373
9592,1,310.969652
9593,4,430.8431544
9594,1,349.7709589
9595,1,313.1116131
9596,1,327.1039262
9597,1,363.4300367
9598,3,11543.3923
9599,1,274.3541494
9600,4,461.9246146
9601,1,279.0592638
9602,3,12222.41579
9603,1,264.4900851
9604,1,242.8593017
9605,4,494.1175592
9606,1,395.0507622
9607,4,499.343748
9608,4,537.281242
9609,1,298.8241358
9610,1,272.9372657
9611,1,172.6165091
9612,1,324.4607058
9613,4,584.045073
9614,4,490.3539561
9615,1,250.8814201
9616,4,522.2380948
9617,1,380.8123429
9618,1,425.1806385
9619,1,227.3408774
9620,1,281.8683361
9621,1,357.4775832
9622,1,366.6349098
9623,4,552.5383947
9624,1,317.153494
9625,1,245.358187
9626,1,257.3927221
9627,1,356.8524347
9628,1,359.8684614
9629,1,226.4686783
9630,1,310.8130452
9631,1,326.788248
9632,1,365.1247017
9633,1,250.3728993
9634,4,476.7920761
9635,1,253.9933378
9636,1,244.6868378
9637,1,269.6541554
9638,4,545.6123571
9639,4,473.9348299
9640,1,321.9183862
9641,1,213.3400885
9642,1,362.7919756
9643,1,404.7856597
9644,1,200.1811924
9645,1,317.499459
9646,1,361.4508516
9647,1,306.7747696
9648,1,364.3380856
9649,1,353.8160187
9650,1,392.7910064
9651,1,276.6204097
9652,1,380.0195933
9653,1,402.7479814
9654,4,559.1478929
9655,4,548.5996285
9656,1,309.6751698
9657,1,257.912794
9658,4,495.817279
9659,1,227.8539703
9660,1,373.4054938
9661,1,296.0414588
9662,4,545.2143627
9663,4,471.3719134
9664,1,222.9911053
9665,1,338.3193754
9666,1,349.4999638
9667,1,362.1131507
9668,3,10756.37789
9669,4,523.1982487
9670,4,638.5077948
9671,1,382.4758114
9672,1,292.6062758
9673,4,566.8846102
9674,1,334.6969248
9675,4,534.152936
9676,1,375.1630677
9677,4,585.0901549
9678,1,244.1246753
9679,1,207.8598802
9680,4,415.0934877
9681,4,479.40635
9682,1,324.5613384
9683,1,322.2720517
9684,1,283.3911507
9685,1,356.4292634
9686,1,187.1736255
9687,1,189.0731377
9688,1,360.8294737
9689,1,350.6812286
9690,4,397.1163512
9691,1,342.1326774
9692,1,266.6928749
9693,1,303.9974502
9694,1,318.0054353
9695,1,380.7850922
9696,1,284.7522032
9697,4,594.4867438
9698,1,292.9291279
9699,1,319.9462677
9700,1,215.3480491
9701,1,280.5368343
9702,1,311.9850937
9703,1,272.2811817
9704,1,263.8233164
9705,1,275.1287311
9706,1,272.5887531
9707,1,417.1907831
9708,1,342.8297962
9709,1,202.0298814
9710,1,274.6174835
9711,4,582.1393074
9712,1,331.5347285
9713,1,282.257364
9714,1,295.1072746
9715,1,353.1733156
9716,1,262.6962323
9717,1,356.8005243
9718,4,438.7301397
9719,1,259.1660604
9720,1,360.0462789
9721,4,540.2544227
9722,1,356.7843898
9723,3,9088.03519
9724,1,256.7915343
9725,4,550.797471
9726,1,399.8908696
9727,1,146.2306311
9728,1,511.5980607
9729,1,193.1555044
9730,4,392.4900366
9731,1,341.8330058
9732,1,266.6517465
9733,1,367.2965871
9734,4,450.1729404
9735,4,421.3558644
9736,1,224.3521418
9737,1,299.546754
9738,4,545.7232925
9739,1,278.0689532
9740,1,224.4346967
9741,1,243.832626
9742,1,329.1855339
9743,4,443.8494767
9744,1,338.9230068
9745,1,319.4917878
9746,1,346.4879255
9747,1,307.5237174
9748,1,321.069932
9749,1,300.8503092
9750,4,592.568491
9751,1,252.1370428
9752,1,379.7055942
9753,1,246.5524684
9754,1,277.8765898
9755,4,462.5606587
9756,2,20698.35289
9757,1,270.802297
9758,1,299.5116677
9759,1,251.9568943
9760,1,258.7495318
9761,1,389.0497047
9762,1,392.6489685
9763,1,311.3488442
9764,1,331.8650594
9765,1,317.0103103
9766,1,333.7748232
9767,4,524.0200293
9768,4,455.5030119
9769,1,269.4368635
9770,1,278.495544
9771,1,249.8090629
9772,1,415.323637
9773,1,352.379773
9774,1,323.0228472
9775,1,317.5430254
9776,1,348.3006742
9777,1,243.9812415
9778,1,144.1270056
9779,4,489.9639474
9780,1,399.1865323
9781,4,520.2893147
9782,1,282.9559543
9783,1,297.6774215
9784,1,218.9081863
9785,1,323.0844457
9786,1,282.5667235
9787,1,288.0535985
9788,1,305.8375837
9789,4,549.7412361
9790,4,571.229884
9791,1,199.5085827
9792,1,306.4070832
9793,1,281.6606029
9794,1,291.8134481
9795,1,343.6670724
9796,1,397.2345794
9797,1,303.3497633
9798,1,339.7728336
9799,4,500.5207874
9800,3,10355.40814
9801,1,339.7122587
9802,1,258.2371814
9803,1,296.7974815
9804,1,310.335211
9805,1,330.0172644
9806,1,407.8750274
9807,1,318.0579999
9808,1,378.6281971
9809,1,233.8588698
9810,2,24615.16834
9811,1,250.4308219
9812,2,28272.29264
9813,1,323.5816882
9814,1,280.2921813
9815,1,341.3146952
9816,4,539.2340301
9817,1,196.8891326
9818,1,205.574161
9819,1,265.5647156
9820,1,211.9333512
9821,4,424.1844079
9822,4,565.9454208
9823,1,338.4373518
9824,1,398.5807195
9825,1,341.3963722
9826,4,578.5827008
9827,1,258.9873354
9828,1,351.1624824
9829,1,228.6486502
9830,1,290.2255553
9831,1,230.1055509
9832,1,340.2217572
9833,1,283.1093683
9834,1,215.2696599
9835,1,311.4876505
9836,4,535.0333068
9837,1,347.3379764
9838,1,314.5659884
9839,1,250.2026769
9840,1,276.4590559
9841,1,238.491821
9842,1,401.1968686
9843,1,280.237917
9844,1,268.2403215
9845,1,255.5736934
9846,1,197.0120116
9847,1,320.661648
9848,4,498.7363228
9849,1,271.9787707
9850,1,310.9119423
9851,1,208.9964401
9852,1,323.4808611
9853,1,265.6283321
9854,1,281.2277866
9855,1,272.66948
9856,1,408.4152191
9857,4,478.8024452
9858,1,261.5931663
9859,4,557.1116509
9860,4,557.5618382
9861,1,250.362999
9862,1,278.701366
9863,1,283.8523437
9864,1,357.196141
9865,1,240.3829165
9866,4,535.3939545
9867,1,379.7733949
9868,1,270.8450916
9869,1,245.2626355
9870,1,261.1279355
9871,4,367.5964292
9872,1,285.3350908
9873,1,247.5180889
9874,1,265.6412131
9875,1,321.116245
9876,1,299.4272657
9877,1,479.7357194
9878,1,360.0650814
9879,1,218.8433983
9880,4,462.7736462
9881,1,128.6987311
9882,4,475.022661
9883,1,340.9923786
9884,4,497.8382383
9885,1,246.5828795
9886,1,237.9906622
9887,1,240.9049019
9888,1,301.8150739
9889,1,299.0936099
9890,1,225.8513805
9891,1,360.4298782
9892,1,282.6542928
9893,1,299.5440925
9894,1,457.3757258
9895,1,344.7144852
9896,4,477.6734142
9897,4,433.6389863
9898,1,307.5544124
9899,1,351.7660086
9900,1,381.6987263
9901,1,417.7945557
9902,1,315.0463695
9903,1,330.1412695
9904,1,295.1426605
9905,1,349.9342708
9906,1,272.5031732
9907,4,565.0054348
9908,1,355.0434855
9909,1,315.8687457
9910,1,328.1350425
9911,1,260.3591331
9912,1,385.3168522
9913,1,394.2573954
9914,1,323.8972187
9915,1,296.792567
9916,1,220.6838554
9917,1,315.8276009
9918,1,332.6814958
9919,1,166.6987021
9920,1,335.4011344
9921,1,266.5292104
9922,1,295.8834711
9923,1,261.7874625
9924,1,184.5289378
9925,4,501.9261228
9926,1,404.8488769
9927,1,283.1631626
9928,1,306.9806427
9929,1,377.8122444
9930,1,291.974075
9931,4,490.3764974
9932,1,264.5924855
9933,1,278.4894015
9934,1,277.9845479
9935,4,669.7612507
9936,1,403.5595084
9937,1,231.4460046
9938,1,397.8201196
9939,1,227.1643255
9940,1,271.687186
9941,1,360.853073
9942,1,336.9827735
9943,1,277.4523883
9944,1,267.18533
9945,1,311.7653814
9946,1,253.1737919
9947,1,289.7410337
9948,4,497.8816508
9949,4,426.6533037
9950,1,238.7755815
9951,1,314.5999181
9952,1,279.8308524
9953,1,296.3279107
9954,1,304.879268
9955,1,197.8809514
9956,4,501.7347222
9957,1,306.8852922
9958,4,467.9450536
9959,1,376.0805673
9960,1,363.4111996
9961,4,439.8463656
9962,1,328.5493058
9963,1,352.0372252
9964,4,500.0779702
9965,4,503.6317255
9966,4,594.6745414
9967,1,313.6480583
9968,1,316.0813525
9969,1,127.8763629
9970,1,278.31657
9971,4,455.4520675
9972,1,216.3742697
9973,2,21040.47887
9974,1,237.6388068
9975,1,214.0845266
9976,1,376.1427465
9977,4,624.286718
9978,1,340.1603537
9979,1,259.7512779
9980,1,332.8584041
9981,1,264.0973512
9982,1,216.9430345
9983,4,535.3940707
9984,1,240.2903701
9985,1,252.0381528
9986,1,264.8616331
9987,3,11808.2627
9988,1,338.3136531
9989,1,313.1689043
9990,1,257.1864633
9991,4,560.1984945
9992,1,346.0630886
9993,1,336.2505982
9994,4,507.5628587
9995,1,326.5871589
9996,1,332.5771912
9997,1,318.0842765
9998,1,223.9989186
9999,1,275.3776827
10000,4,447.460792
10001,4,408.7344609
10002,1,293.6337219
10003,1,288.6116997
10004,1,430.0362584
10005,1,287.6293868
10006,1,277.06633
10007,1,288.208139
10008,1,306.2594554
10009,3,9034.462385
10010,4,543.9699465
10011,1,338.4942597
10012,1,321.4092552
10013,1,376.9514192
10014,1,309.1375533
10015,1,398.7321428
10016,4,554.2587851
10017,1,280.3647807
10018,1,296.5650855
10019,1,424.175333
10020,1,330.7159542
10021,1,226.5592421
10022,1,228.1848204
10023,3,12816.82898
10024,4,573.9905056
10025,3,12659.35071
10026,1,311.2243808
10027,1,255.1559636
10028,1,298.0236994
10029,1,286.7586021
10030,1,328.2125775
10031,1,277.8758062
10032,1,451.8746745
10033,1,290.7413614
10034,1,248.8701591
10035,1,363.9696797
10036,1,337.2341812
10037,4,595.662675
10038,1,249.5874098
10039,1,332.6035153
10040,1,225.2278333
10041,1,320.3441702
10042,4,546.7955052
10043,1,366.5296037
10044,4,486.8222295
10045,4,461.0751762
10046,1,250.4324956
10047,2,17632.5995
10048,4,549.8207584
10049,1,298.8684178
10050,1,337.0168253
10051,1,260.9741008
10052,1,267.5707767
10053,1,290.0398923
10054,4,470.2822977
10055,1,231.0562023
10056,4,390.1490606
10057,1,298.5179829
10058,1,266.9787487
10059,1,308.2330949
10060,1,334.812829
10061,1,268.122781
10062,1,367.5650344
10063,1,397.6677667
10064,1,237.6700878
10065,3,13899.58528
10066,1,307.0719727
10067,1,413.5518152
10068,1,414.1716806
10069,1,347.9715827
10070,4,440.2544482
10071,1,231.1461183
10072,4,500.3486064
10073,1,280.3057531
10074,3,9597.687192
10075,1,336.5826549
10076,1,318.3080665
10077,1,209.5226986
10078,1,404.639441
10079,1,308.2290991
10080,4,519.8192494
10081,4,527.4592775
10082,1,276.9227929
10083,1,326.0370593
10084,4,525.1127837
10085,4,510.0070767
10086,1,283.0760647
10087,1,296.8950602
10088,1,311.7309907
10089,1,309.1966978
10090,1,282.1769607
10091,1,328.5186208
10092,1,184.2545652
10093,1,205.2134211
10094,1,224.2778629
10095,1,337.8685079
10096,1,408.839115
10097,1,325.6959423
10098,1,339.4485224
10099,1,282.7415247
10100,1,348.1786507
10101,1,319.5314263
10102,1,295.8281488
10103,1,277.4486032
10104,1,408.6069208
10105,1,366.4171097
10106,3,12669.09271
10107,1,221.6700816
10108,1,343.6594841
10109,1,161.5691786
10110,1,284.6952993
10111,1,408.2470327
10112,1,175.0944688
10113,1,328.6349919
10114,1,273.4768581
10115,1,380.5026161
10116,1,308.912078
10117,1,221.4358397
10118,4,518.6270275
10119,1,250.4033441
10120,1,295.5043001
10121,4,584.8825297
10122,1,297.0566812
10123,1,265.4868813
10124,1,337.1575516
10125,1,320.524258
10126,1,192.5766154
10127,1,358.0895353
10128,1,295.1845011
10129,1,394.6686321
10130,1,289.3049849
10131,4,585.5376705
10132,1,319.9053539
10133,4,533.41819
10134,1,346.273446
10135,3,13243.28102
10136,1,300.6799596
10137,4,457.0986612
10138,1,337.1413934
10139,1,265.2362561
10140,1,252.7618177
10141,1,236.9486258
10142,1,254.075785
10143,1,413.3955877
10144,1,257.935782
10145,1,322.5532202
10146,4,542.5575659
10147,1,380.8095114
10148,1,244.7101395
10149,1,198.0555067
10150,1,261.8558394
10151,1,277.6746393
10152,1,347.0891301
10153,1,308.5205502
10154,1,329.8912904
10155,1,89.71759169
10156,1,210.2827759
10157,1,362.3443861
10158,1,172.8176589
10159,1,366.8048602
10160,1,303.5495674
10161,4,415.4655834
10162,4,514.541944
10163,1,258.5147607
10164,1,285.251712
10165,1,345.6110597
10166,4,435.583207
10167,1,368.99593
10168,1,305.5282221
10169,1,339.8329822
10170,1,235.987205
10171,4,453.5946749
10172,1,291.7919678
10173,1,283.3532177
10174,1,389.8241395
10175,1,241.2775822
10176,1,342.4713085
10177,1,264.6980751
10178,1,291.4942894
10179,4,535.243969
10180,1,228.9951009
10181,4,559.3311586
10182,1,304.7552811
10183,1,163.6312113
10184,1,274.8695106
10185,1,354.6266117
10186,1,362.2308799
10187,2,17439.40632
10188,1,193.1505072
10189,1,244.9568656
10190,1,342.3361274
10191,4,510.8278953
10192,1,286.5890686
10193,1,313.0545834
10194,1,267.1388112
10195,1,365.1971202
10196,1,368.7492516
10197,1,340.0731115
10198,1,279.5719077
10199,1,319.4707929
10200,1,433.4187049
10201,1,189.4580241
10202,1,285.1216157
10203,1,331.4708005
10204,1,276.8682803
10205,1,356.3623129
10206,4,489.8861171
10207,1,322.3156651
10208,1,277.6140878
10209,1,299.804495
10210,1,286.7717996
10211,1,386.6908934
10212,1,251.9293113
10213,1,264.4470688
10214,4,423.222599
10215,1,229.1211125
10216,1,309.2768257
10217,4,438.5432834
10218,4,503.0574769
10219,1,243.5464443
10220,1,270.6408784
10221,1,192.6660328
10222,1,299.1522961
10223,4,409.7684567
10224,1,345.4261501
10225,4,555.0924989
10226,4,450.4842621
10227,1,368.9132106
10228,1,264.8901836
10229,3,9585.33199
10230,1,332.5602335
10231,1,360.9553349
10232,1,202.4825457
10233,1,152.94632
10234,1,234.0469781
10235,1,284.0025561
10236,1,288.3684224
10237,1,311.6597483
10238,1,316.5450409
10239,1,262.0399022
10240,2,21915.9601
10241,1,367.3400205
10242,1,288.7469194
10243,1,364.5368952
10244,1,241.9096418
10245,1,263.1841335
10246,1,165.9940638
10247,1,307.2289212
10248,1,287.1993867
10249,1,315.6090697
10250,4,547.7835214
10251,1,258.9915791
10252,1,416.2911488
10253,1,208.9841161
10254,1,292.4083673
10255,1,339.3383648
10256,1,253.7030229
10257,4,574.9206579
10258,4,519.6138428
10259,1,278.7114665
10260,1,343.1617151
10261,1,179.629728
10262,1,239.4873241
10263,1,357.9075328
10264,1,281.0602387
10265,1,259.4816282
10266,1,328.4465961
10267,1,380.0306052
10268,1,397.5164666
10269,1,293.0963215
10270,1,311.9415198
10271,1,309.9091493
10272,1,237.4279988
10273,1,274.1204961
10274,1,215.6299229
10275,4,541.8030157
10276,4,526.6176254
10277,1,313.2023851
10278,1,256.4746151
10279,1,188.0395556
10280,1,161.7224891
10281,1,306.0643915
10282,1,233.5294853
10283,1,302.2927407
10284,1,322.548629
10285,1,341.945466
10286,4,488.3559951
10287,1,362.0871932
10288,1,198.9520546
10289,4,419.7431946
10290,1,249.13513
10291,1,215.8572385
10292,1,257.9098649
10293,1,317.6371317
10294,1,252.2900655
10295,1,335.8327359
10296,4,466.8244505
10297,1,301.7944849
10298,1,219.8457458
10299,1,246.8201846
10300,4,529.7739622
10301,1,229.9109701
10302,1,328.0156417
10303,4,551.1578796
10304,1,346.3158367
10305,1,298.8527157
10306,1,273.1133119
10307,1,260.0635962
10308,1,298.4350374
10309,4,433.4058487
10310,1,226.4843219
10311,1,358.8160872
10312,1,282.5982677
10313,2,21498.5818
10314,1,297.4155022
10315,1,217.8806276
10316,1,255.5649067
10317,1,399.6104275
10318,1,340.3460344
10319,1,268.0422539
10320,4,449.9662171
10321,1,395.5885872
10322,1,282.2025183
10323,1,392.4043555
10324,1,353.0539628
10325,1,263.2445961
10326,1,287.6183273
10327,4,418.2918431
10328,4,592.9073423
10329,1,267.2914457
10330,1,304.1212988
10331,1,223.3957687
10332,1,347.0289379
10333,4,493.0095406
10334,1,254.4464048
10335,1,191.1858356
10336,1,405.7917364
10337,1,379.4973422
10338,4,484.7315305
10339,1,328.4485496
10340,1,284.8532702
10341,1,271.2661335
10342,4,466.3200486
10343,1,281.0498302
10344,1,415.3265653
10345,1,297.9738205
10346,3,12078.86837
10347,1,251.9224775
10348,1,298.9859992
10349,1,311.2397012
10350,1,418.9758302
10351,4,492.830674
10352,2,18273.82301
10353,1,320.747772
10354,1,248.3044396
10355,4,467.4561824
10356,1,304.3529597
10357,4,461.4152435
10358,1,334.1187287
10359,4,527.1728641
10360,4,518.4215299
10361,1,281.3712
10362,1,260.259443
10363,1,261.0035159
10364,1,334.8121716
10365,1,269.7415641
10366,1,250.9285117
10367,1,265.1269024
10368,4,565.1872221
10369,1,247.2084708
10370,1,376.1571364
10371,1,217.1787249
10372,1,375.9787106
10373,1,363.5963068
10374,4,562.5129736
10375,1,214.771081
10376,4,492.5911115
10377,1,367.5884261
10378,1,302.0347974
10379,1,231.5300865
10380,4,571.1285159
10381,1,245.2175685
10382,1,202.9592619
10383,4,510.0061437
10384,1,272.5662784
10385,1,301.9213499
10386,1,429.7432275
10387,1,338.1201276
10388,1,180.6796358
10389,1,253.9673035
10390,1,230.092807
10391,1,284.1829294
10392,4,507.6110465
10393,1,304.5218597
10394,1,328.8469516
10395,1,308.7874407
10396,1,335.6819883
10397,1,212.8420448
10398,1,357.3535191
10399,1,309.1394184
10400,1,358.5980814
10401,1,322.6677903
10402,1,303.8144466
10403,1,247.1113858
10404,1,246.3798402
10405,1,314.8551462
10406,1,359.9068142
10407,1,242.8278557
10408,1,284.5749149
10409,1,264.6033912
10410,1,318.8848431
10411,1,359.6140443
10412,4,496.7459455
10413,1,355.2267164
10414,1,312.9727026
10415,1,360.1206532
10416,1,299.851362
10417,4,501.7540023
10418,4,427.2158822
10419,1,277.4693176
10420,1,290.964062
10421,1,198.8104222
10422,1,348.3165874
10423,1,305.1410645
10424,4,454.739896
10425,1,250.437061
10426,1,332.7028885
10427,4,535.2061169
10428,1,233.0211296
10429,4,433.0237824
10430,4,437.6368973
10431,4,453.002217
10432,1,332.7124463
10433,1,371.238478
10434,4,469.9396562
10435,1,296.1839129
10436,3,12070.45508
10437,1,287.7358258
10438,1,344.0405452
10439,4,487.0900141
10440,1,270.5166028
10441,1,346.5982694
10442,1,280.0306332
10443,1,163.1254394
10444,1,264.4195685
10445,1,263.5148027
10446,1,180.7023335
10447,1,185.2066494
10448,1,380.126032
10449,1,303.9485631
10450,1,345.6536125
10451,1,311.0766487
10452,1,233.9538274
10453,4,518.073022
10454,4,579.3461889
10455,1,245.1520439
10456,1,294.7188758
10457,1,313.7296864
10458,4,482.5843479
10459,4,527.7156908
10460,1,208.4732586
10461,1,280.3298768
10462,1,299.4891707
10463,1,278.7209734
10464,4,459.0743927
10465,1,222.1459424
10466,1,306.2594786
10467,1,315.2419981
10468,1,244.2700999
10469,1,302.6940852
10470,1,265.4137839
10471,1,314.1660728
10472,3,13424.53668
10473,1,286.2675428
10474,1,333.5949535
10475,1,310.4088447
10476,1,322.5540335
10477,4,505.717492
10478,1,270.9031671
10479,1,243.0827573
10480,1,286.7155919
10481,1,298.639484
10482,1,381.5785603
10483,1,258.9347517
10484,4,521.3706753
10485,1,369.4431658
10486,1,324.8614475
10487,1,323.5632038
10488,1,356.4468729
10489,1,350.1733496
10490,1,366.9343599
10491,1,243.6379065
10492,1,246.5316661
10493,1,337.3465773
10494,1,198.6153769
10495,1,244.7989158
10496,1,215.3813293
10497,4,493.0921497
10498,1,166.4405664
10499,1,230.6365648
10500,1,218.3226017
10501,1,306.2245832
10502,1,272.7231071
10503,1,334.5352152
10504,1,326.3270334
10505,1,427.7123678
10506,1,254.1774557
10507,1,398.0081369
10508,2,19774.71442
10509,1,221.4787077
10510,1,313.3375606
10511,1,152.6344405
10512,1,210.6109808
10513,1,388.4446429
10514,1,319.1982173
10515,1,370.5420986
10516,4,547.9676615
10517,4,538.6287826
10518,1,239.4902636
10519,4,449.3766417
10520,1,296.3522386
10521,1,334.5523034
10522,1,291.3555714
10523,1,253.813657
10524,4,520.7021192
10525,4,485.0905926
10526,1,426.139916
10527,4,457.2949364
10528,4,535.693929
10529,1,248.6533479
10530,1,351.7572216
10531,4,548.8870711
10532,1,357.6476345
10533,1,303.1498566
10534,1,397.3312352
10535,1,288.3812536
10536,1,302.8154151
10537,1,275.9204804
10538,4,474.8547977
10539,4,558.7559424
10540,3,11851.43261
10541,1,259.097754
10542,1,373.4388768
10543,1,309.8341901
10544,1,231.2114839
10545,1,296.4883791
10546,1,331.9808557
10547,1,410.3388274
10548,1,296.6350594
10549,1,308.791634
10550,1,298.0600935
10551,1,207.7390516
10552,1,269.6174293
10553,1,328.4315135
10554,1,329.4380429
10555,1,296.3108507
10556,4,586.5442653
10557,3,14626.72012
10558,3,12429.96288
10559,1,306.5593664
10560,1,277.9473706
10561,1,394.8111177
10562,1,340.8373899
10563,1,281.4259408
10564,4,478.7002121
10565,4,338.4722166
10566,1,385.6841577
10567,1,285.5039763
10568,1,349.3287412
10569,4,503.9011653
10570,1,241.456855
10571,1,319.0583271
10572,2,29299.31149
10573,1,266.2864816
10574,1,374.8775727
10575,1,286.111292
10576,1,313.0685998
10577,1,212.4168581
10578,1,304.9124619
10579,1,298.5430218
10580,1,337.3501478
10581,4,523.1098638
10582,1,221.392777
10583,1,227.389316
10584,1,267.2098493
10585,1,313.0349801
10586,1,272.8166665
10587,1,263.9481821
10588,1,222.9877215
10589,1,347.0212887
10590,1,364.9992418
10591,1,335.4361706
10592,4,520.4707412
10593,1,291.9414497
10594,1,242.6375787
10595,1,310.3469044
10596,1,275.5816148
10597,1,297.5217108
10598,4,365.9904011
10599,1,243.8057726
10600,1,267.8186771
10601,1,314.7651375
10602,1,189.1309677
10603,1,288.7423179
10604,4,496.3384609
10605,1,231.8172207
10606,4,516.1049704
10607,1,287.1053499
10608,4,551.5890524
10609,1,329.7859765
10610,4,489.6914122
10611,1,226.9160192
10612,4,442.5865846
10613,1,292.1296459
10614,1,386.8968997
10615,1,292.737987
10616,1,324.1509328
10617,1,277.0112499
10618,1,333.9410506
10619,1,354.8662097
10620,2,23907.80801
10621,4,506.2483911
10622,1,222.3879284
10623,1,313.4918973
10624,1,250.6405591
10625,1,297.5148593
10626,1,259.1007878
10627,1,267.4983867
10628,1,266.0909138
10629,1,232.5749953
10630,1,255.6148649
10631,1,266.1374475
10632,1,213.8832088
10633,4,486.667788
10634,1,329.8943629
10635,1,264.3050015
10636,1,240.409247
10637,1,278.9116048
10638,1,285.7332503
10639,1,402.7179094
10640,1,317.7992595
10641,4,595.6559443
10642,1,232.0077366
10643,1,378.526049
10644,4,462.8742444
10645,4,528.888731
10646,1,253.9214728
10647,4,507.0156581
10648,1,323.6738088
10649,1,320.3108913
10650,4,406.4458814
10651,1,369.1239691
10652,1,291.9215759
10653,1,263.7394613
10654,1,281.3103364
10655,1,344.9317252
10656,1,282.8984736
10657,1,285.9274943
10658,1,274.0904819
10659,1,294.0433827
10660,1,302.2307283
10661,1,246.3457666
10662,1,86.96116437
10663,1,306.1485063
10664,4,569.9061642
10665,1,328.9114894
10666,1,350.8246189
10667,4,504.1921511
10668,1,281.9897903
10669,1,257.7023664
10670,1,299.5025074
10671,1,306.7616573
10672,1,336.1250636
10673,1,344.5962345
10674,1,161.02241
10675,1,327.8661781
10676,1,213.5885635
10677,1,330.3103188
10678,1,221.7166935
10679,1,266.199023
10680,1,337.8285337
